id,value
id_176,23.538527222050174
id_177,36.504248852146766
id_178,11.363395069373498
id_179,33.13633555234983
id_180,16.320549599483126
id_181,11.458844977125292
id_182,51.08428829795074
id_183,50.99274536411525
id_184,15.135157703246097
id_185,30.52124613856373
id_186,23.659298742505086
id_187,67.86558511396873
id_188,10.22184023598248
id_189,55.33840492016666
id_190,40.85200605584096
id_191,17.021253307870797
id_192,27.89252973772017
id_193,1.3146168409676595
id_194,20.625088238463643
id_195,1.8779710334553321
id_196,36.63219921834505
id_197,11.620148197878292
id_198,20.47642141198395
id_199,63.638427838211626
id_200,27.733106762793188
id_201,28.09640924683706
id_202,64.52755102014078
id_203,12.006531523392876
id_204,10.32172255269812
id_205,11.823197249572834
id_206,6.40157249338375
id_207,2.569453913101782
id_208,125.29037742401242
id_209,20.102841316059944
id_210,15.375194440873155
id_211,14.702814065630438
id_212,37.090681797350946
id_213,36.57925525808383
id_214,22.0700638700889
id_215,33.162416118188695
id_216,83.67546692390783
id_217,1.7380814690349182
id_218,14.033737830585377
id_219,31.177863826760195
id_220,16.434933062878624
id_221,13.984473597063202
id_222,115.86543822330681
id_223,12.699163149008399
id_224,16.736289749551645
id_225,56.03421058991605
id_226,13.358699090013877
id_227,21.38511671234235
id_228,10.629270116694482
id_229,6.6745126415660225
id_230,44.62314007660633
id_231,12.536955927938772
id_232,54.69824277146795
id_233,40.09710544147892
id_234,21.855623793605087
id_235,44.247223859504565
id_236,72.2969982381552
id_237,43.682844570198675
id_238,1.010553269280121
id_239,19.420599627839234
